idx;Artist;Category;Style;Subject;Medium;Size;Orientation;price
P0007748;Mahmoud Sa'id;Drawing;Conceptual;Architecture and cityscapes;Watercolur;Large;Vertical;medium
P0007749;Ragheb Ayad;Drawing;Surrealism;Abstract and non-figurative;Wood;Medium;Squared;very low
P0007750;Abdel Hadi Al Gazzar;Sculpture;Portrait;Landscapes,sea and sky;Watercolur;X-Large;Vertical;low
P0007751;Fathi Hassan;Photography;Folk Art;Abstract and non-figurative;Lino;Medium;Squared;high
P0007752;Khaled Hafez;Print;Wall;still life;Chalk;Large;Horizontal;low
P0007753;Tarek El Komi;Painting;Conceptual;Animals and Birds;Pincil;X-Large;Vertical;medium
P0007754;Hazem Taha Hussein;Painting;Modern;still life;Acrylic;Medium;Squared;very low
P0007755;El Zeft;Sculpture;Art Deco;Architecture and cityscapes;Acrylic;Small;Vertical;very low
P0007756;Khaled Hafez;Collage;Modern;Animals and Birds;Acrylic;Small;Squared;low
P0007757;Adam Henein;Photography;Fine Art;Abstract and non-figurative;Gouache;X-Large;Vertical;low
P0007758;George Bahgoury;Drawing;Documentary;transportaion and maps;Ceramic;Large;Squared;low
P0007759;El Teneen;Print;Graffiti;people and portraits;Watercolur;Large;Squared;medium
P0007760;Adam Henein;Collage;Art Deco;transportaion and maps;Charcoal;X-Large;Horizontal;low
P0007761;Adham Wanly;Sculpture;Fine Art;Animals and Birds;Oil;Large;Horizontal;very high
P0007762;Mohamed El Fayoumi;Collage;Graffiti;Architecture and cityscapes;Bronze;Small;Horizontal;very low
P0007763;Ghada Amer;Painting;Street Art;Animals and Birds;Woodcut;X-Large;Squared;very low
P0007764;Fathi Hassan;Collage;Pop Art;people and portraits;Metal;Large;Vertical;low
P0007765;Fathi Hassan;Print;Surrealism;people and portraits;Metal;Medium;Horizontal;very low
P0007766;Khaled Hafez;Sculpture;Modern;people and portraits;Chalk;Large;Horizontal;high
P0007767;Ghada Amer;Painting;Documentary;Animals and Birds;Ceramic;X-Large;Horizontal;low
P0007768;El Zeft;Painting;Street Art;Landscapes,sea and sky;Charcoal;Large;Squared;very low
P0007769;Mohamed El Fayoumi;Photography;Surrealism;Architecture and cityscapes;Chalk;Medium;Squared;medium
P0007770;Mahmoud Sa'id;Collage;Fine Art;transportaion and maps;Bronze;Small;Squared;very low
P0007771;Ganzeer;Drawing;Graffiti;Animals and Birds;Ceramic;Small;Squared;medium
P0007772;Hazem Taha Hussein;Sculpture;Abstract;Animals and Birds;Ceramic;Large;Squared;medium
P0007773;El Zeft;Painting;Street Art;still life;Metal;X-Large;Squared;very low
P0007774;Adam Henein;Sculpture;Folk Art;transportaion and maps;Ceramic;Small;Squared;very low
P0007775;Emad Ibrahim;Collage;Modern;Animals and Birds;Ink;Small;Horizontal;high
P0007776;Fathi Hassan;Collage;Figurative;people and portraits;Wood;Medium;Vertical;high
P0007777;Mohamed El Fayoumi;Painting;Pop Art;Landscapes,sea and sky;Mixed media;Large;Horizontal;low
P0007778;George Bahgoury;Print;Modern;transportaion and maps;Watercolur;Large;Squared;high
P0007779;Adham Wanly;Drawing;Street Art;Architecture and cityscapes;Lino;Medium;Horizontal;low
P0007780;Mahmoud Sa'id;Drawing;Folk Art;Animals and Birds;Acrylic;Small;Squared;high
P0007781;Mohamed El Fayoumi;Photography;Figurative;Flowers and plants;Mono;Large;Vertical;high
P0007782;Mahmoud Sa'id;Collage;Street Art;people and portraits;Charcoal;Large;Squared;low
P0007783;Alaa Awad;Sculpture;Pop Art;Architecture and cityscapes;Wood;Small;Squared;low
P0007784;Ghada Amer;Collage;Portrait;still life;Bronze;Medium;Vertical;very low
P0007785;Ghada Amer;Collage;Documentary;still life;Pastal;Large;Squared;medium
P0007786;Hussain Bikar;Print;Graffiti;Animals and Birds;Pastal;X-Large;Vertical;very high
P0007787;Hossam Dirar;Drawing;Modern;Animals and Birds;Mono;Large;Horizontal;very low
P0007788;Ragheb Ayad;Print;Documentary;still life;Pastal;Small;Squared;medium
P0007789;Alaa Awad;Photography;Conceptual;people and portraits;Gouache;Small;Vertical;high
P0007790;Tarek El Komi;Painting;Art Deco;Animals and Birds;Gouache;Small;Squared;medium
P0007791;Fathi Hassan;Sculpture;Modern;Animals and Birds;Mixed media;Large;Horizontal;low
P0007792;Tarek El Komi;Sculpture;Fine Art;people and portraits;Oil;Small;Horizontal;high
P0007793;Tarek El Komi;Sculpture;Fine Art;Landscapes,sea and sky;Watercolur;X-Large;Squared;high
P0007794;El Teneen;Sculpture;Modern;Animals and Birds;Mixed media;Medium;Squared;very high
P0007795;Adam Henein;Painting;Portrait;people and portraits;Lino;Small;Horizontal;high
P0007796;Mahmoud Sa'id;Drawing;Portrait;Landscapes,sea and sky;Acrylic;Large;Vertical;very low
P0007797;Alaa Awad;Print;Portrait;people and portraits;Ceramic;Medium;Horizontal;low
P0007798;Fathi Hassan;Sculpture;Art Deco;Architecture and cityscapes;Mono;X-Large;Squared;low
P0007799;Adam Henein;Sculpture;Modern;transportaion and maps;Chalk;Medium;Vertical;low
P0007800;Ragheb Ayad;Photography;Surrealism;transportaion and maps;Mixed media;X-Large;Vertical;very high
P0007801;Ragheb Ayad;Painting;Folk Art;people and portraits;Ink;X-Large;Horizontal;low
P0007802;Hazem Taha Hussein;Sculpture;Fine Art;Animals and Birds;Oil;Small;Horizontal;very low
P0007803;Ghada Amer;Sculpture;Street Art;Abstract and non-figurative;Ceramic;Small;Squared;very low
P0007804;Fathi Hassan;Collage;Portrait;people and portraits;Metal;X-Large;Squared;low
P0007805;Hossam Dirar;Drawing;Conceptual;Architecture and cityscapes;Mixed media;X-Large;Vertical;very low
P0007806;El Teneen;Photography;Documentary;Flowers and plants;Gouache;Small;Vertical;very low
P0007807;Alaa Awad;Print;Portrait;people and portraits;Lino;X-Large;Vertical;very low
P0007808;Ragheb Ayad;Print;Portrait;still life;Metal;Small;Squared;very high
P0007809;Tarek El Komi;Sculpture;Wall;Landscapes,sea and sky;Chalk;Large;Squared;very high
P0007810;Hossam Dirar;Painting;Street Art;Abstract and non-figurative;Woodcut;Large;Horizontal;low
P0007811;Ghada Amer;Print;Art Deco;Animals and Birds;Pastal;Small;Squared;medium
P0007812;El Teneen;Photography;Documentary;Animals and Birds;Charcoal;Large;Horizontal;low
P0007813;Ghada Amer;Print;Conceptual;Architecture and cityscapes;Gouache;X-Large;Squared;very high
P0007814;Emad Ibrahim;Collage;Modern;transportaion and maps;Charcoal;X-Large;Vertical;very low
P0007815;El Zeft;Photography;Street Art;Flowers and plants;Pastal;Small;Squared;very high
P0007816;El Teneen;Photography;Abstract;still life;Mono;Medium;Squared;high
P0007817;Tarek El Komi;Sculpture;Figurative;transportaion and maps;Mixed media;Small;Squared;high
P0007818;Tarek El Komi;Collage;Street Art;people and portraits;Mixed media;Large;Squared;high
P0007819;George Bahgoury;Sculpture;Street Art;still life;Charcoal;X-Large;Squared;low
P0007820;Tarek El Komi;Print;Surrealism;Flowers and plants;Woodcut;Large;Horizontal;low
P0007821;El Teneen;Sculpture;Modern;Flowers and plants;Lino;Small;Vertical;very low
P0007822;Ghada Amer;Photography;Documentary;Landscapes,sea and sky;Metal;X-Large;Vertical;low
P0007823;Emad Ibrahim;Painting;Fine Art;Landscapes,sea and sky;Bronze;Small;Horizontal;medium
P0007824;Hazem Taha Hussein;Photography;Documentary;Landscapes,sea and sky;Woodcut;Medium;Vertical;very low
P0007825;Adham Wanly;Print;Folk Art;people and portraits;Mixed media;Small;Squared;very high
P0007826;Hussain Bikar;Collage;Folk Art;people and portraits;Bronze;Medium;Horizontal;very low
P0007827;Adam Henein;Print;Surrealism;people and portraits;Ink;X-Large;Squared;very high
P0007828;Ragheb Ayad;Drawing;Art Deco;people and portraits;Mono;Medium;Horizontal;medium
P0007829;Adam Henein;Photography;Graffiti;transportaion and maps;Woodcut;Large;Vertical;very high
P0007830;George Bahgoury;Drawing;Documentary;people and portraits;Watercolur;Medium;Horizontal;medium
P0007831;Hussain Bikar;Sculpture;Pop Art;people and portraits;Bronze;Small;Vertical;medium
P0007832;Hussain Bikar;Collage;Surrealism;Abstract and non-figurative;Pastal;Medium;Squared;low
P0007833;Alaa Awad;Print;Surrealism;Animals and Birds;Ceramic;Small;Horizontal;low
P0007834;Mohamed El Fayoumi;Photography;Modern;still life;Metal;Medium;Squared;high
P0007835;Ganzeer;Drawing;Conceptual;still life;Pastal;Large;Vertical;very low
P0007836;Ganzeer;Print;Pop Art;people and portraits;Pincil;Large;Squared;medium
P0007837;Fathi Hassan;Sculpture;Folk Art;still life;Acrylic;Large;Vertical;medium
P0007838;Alaa Awad;Sculpture;Street Art;Abstract and non-figurative;Bronze;Large;Horizontal;low
P0007839;Ragheb Ayad;Drawing;Documentary;people and portraits;Woodcut;Large;Horizontal;high
P0007840;Alaa Awad;Drawing;Abstract;Flowers and plants;Woodcut;Medium;Vertical;medium
P0007841;Mahmoud Sa'id;Collage;Graffiti;transportaion and maps;Charcoal;Large;Horizontal;very low
P0007842;Alaa Awad;Collage;Pop Art;Architecture and cityscapes;Ceramic;Medium;Squared;medium
P0007843;Mahmoud Sa'id;Sculpture;Surrealism;Flowers and plants;Mixed media;Small;Vertical;medium
P0007844;Mohamed El Fayoumi;Sculpture;Fine Art;Abstract and non-figurative;Bronze;X-Large;Horizontal;medium
P0007845;Hamid Nada;Photography;Pop Art;Landscapes,sea and sky;Oil;Medium;Vertical;very high
P0007846;Alaa Awad;Drawing;Pop Art;Landscapes,sea and sky;Acrylic;Small;Squared;high
P0007847;Emad Ibrahim;Print;Wall;people and portraits;Lino;X-Large;Vertical;high
P0007848;Abdel Hadi Al Gazzar;Sculpture;Street Art;people and portraits;Ceramic;Medium;Squared;high
P0007849;El Zeft;Sculpture;Conceptual;Abstract and non-figurative;Ceramic;Medium;Squared;very low
P0007850;George Bahgoury;Print;Folk Art;Architecture and cityscapes;Gouache;Large;Squared;very high
P0007851;Hazem Taha Hussein;Print;Art Deco;transportaion and maps;Wood;X-Large;Squared;very high
P0007852;El Teneen;Drawing;Abstract;Animals and Birds;Pincil;Small;Vertical;very low
P0007853;Ghada Amer;Sculpture;Pop Art;people and portraits;Bronze;X-Large;Squared;medium
P0007854;Mohamed El Fayoumi;Photography;Documentary;Flowers and plants;Chalk;X-Large;Vertical;very low
P0007855;Fathi Hassan;Painting;Street Art;transportaion and maps;Charcoal;X-Large;Squared;very low
P0007856;El Zeft;Painting;Fine Art;transportaion and maps;Acrylic;Medium;Vertical;medium
P0007857;Hamid Nada;Drawing;Surrealism;Animals and Birds;Wood;X-Large;Squared;high
P0007858;Hussain Bikar;Painting;Graffiti;Landscapes,sea and sky;Watercolur;Small;Horizontal;very low
P0007859;El Teneen;Collage;Fine Art;Landscapes,sea and sky;Oil;Large;Vertical;very low
P0007860;Tarek El Komi;Drawing;Folk Art;Architecture and cityscapes;Metal;Medium;Squared;high
P0007861;Alaa Awad;Print;Street Art;still life;Pastal;Small;Vertical;very high
P0007862;Hazem Taha Hussein;Collage;Documentary;Landscapes,sea and sky;Gouache;Large;Squared;very low
P0007863;El Zeft;Painting;Folk Art;Animals and Birds;Woodcut;Medium;Vertical;high
P0007864;Ghada Amer;Painting;Folk Art;Flowers and plants;Acrylic;Medium;Horizontal;high
P0007865;El Teneen;Collage;Wall;Landscapes,sea and sky;Wood;Medium;Horizontal;medium
P0007866;El Zeft;Photography;Surrealism;still life;Watercolur;Large;Vertical;very high
P0007867;El Teneen;Painting;Surrealism;still life;Woodcut;Medium;Squared;medium
P0007868;Mahmoud Sa'id;Painting;Figurative;people and portraits;Charcoal;Medium;Squared;very high
P0007869;Khaled Hafez;Drawing;Art Deco;Animals and Birds;Metal;Medium;Vertical;very high
P0007870;Hazem Taha Hussein;Sculpture;Art Deco;Abstract and non-figurative;Metal;Large;Squared;very high
P0007871;Ganzeer;Photography;Folk Art;Flowers and plants;Acrylic;X-Large;Vertical;very high
P0007872;Ghada Amer;Drawing;Graffiti;Abstract and non-figurative;Metal;X-Large;Squared;low
P0007873;El Teneen;Photography;Portrait;still life;Mixed media;Small;Vertical;low
P0007874;Khaled Hafez;Print;Portrait;Flowers and plants;Mono;Large;Horizontal;very low
P0007875;Abdel Hadi Al Gazzar;Print;Figurative;Abstract and non-figurative;Bronze;Large;Vertical;low
P0007876;Abdel Hadi Al Gazzar;Sculpture;Conceptual;transportaion and maps;Wood;Small;Squared;very low
P0007877;Alaa Awad;Photography;Art Deco;Abstract and non-figurative;Mono;Large;Horizontal;high
P0007878;Tarek El Komi;Painting;Figurative;Flowers and plants;Charcoal;Large;Vertical;very high
P0007879;Adham Wanly;Painting;Pop Art;Abstract and non-figurative;Acrylic;Large;Squared;low
P0007880;Hazem Taha Hussein;Painting;Graffiti;Animals and Birds;Wood;Small;Horizontal;very high
P0007881;Tarek El Komi;Photography;Art Deco;Animals and Birds;Metal;Large;Squared;very low
P0007882;Mohamed El Fayoumi;Print;Graffiti;transportaion and maps;Chalk;Small;Vertical;medium
P0007883;Ghada Amer;Painting;Abstract;Animals and Birds;Bronze;Small;Squared;very low
P0007884;Mohamed El Fayoumi;Photography;Graffiti;Architecture and cityscapes;Wood;Medium;Vertical;low
P0007885;Tarek El Komi;Painting;Documentary;Animals and Birds;Chalk;X-Large;Squared;very low
P0007886;Khaled Hafez;Drawing;Pop Art;Flowers and plants;Ink;Medium;Vertical;high
P0007887;Alaa Awad;Photography;Folk Art;transportaion and maps;Woodcut;X-Large;Vertical;high
P0007888;Mahmoud Sa'id;Sculpture;Graffiti;Flowers and plants;Acrylic;Medium;Vertical;low
P0007889;Mohamed El Fayoumi;Collage;Documentary;transportaion and maps;Pincil;Large;Squared;high
P0007890;Emad Ibrahim;Collage;Fine Art;Flowers and plants;Watercolur;X-Large;Squared;low
P0007891;Khaled Hafez;Painting;Modern;Abstract and non-figurative;Mixed media;Small;Squared;medium
P0007892;Ghada Amer;Photography;Conceptual;Abstract and non-figurative;Watercolur;X-Large;Vertical;high
P0007893;Hussain Bikar;Collage;Wall;Animals and Birds;Acrylic;Large;Horizontal;very high
P0007894;Hussain Bikar;Print;Conceptual;Landscapes,sea and sky;Charcoal;Large;Horizontal;low
P0007895;El Zeft;Painting;Figurative;still life;Gouache;Medium;Horizontal;very low
P0007896;Hamid Nada;Drawing;Art Deco;transportaion and maps;Mono;Small;Squared;high
P0007897;Alaa Awad;Sculpture;Documentary;Animals and Birds;Wood;Medium;Squared;very high
P0007898;Hossam Dirar;Painting;Graffiti;Abstract and non-figurative;Mixed media;Small;Vertical;high
P0007899;Khaled Hafez;Print;Pop Art;transportaion and maps;Mixed media;Large;Vertical;low
P0007900;Mohamed El Fayoumi;Collage;Fine Art;still life;Bronze;Large;Vertical;very low
P0007901;Ragheb Ayad;Collage;Conceptual;still life;Wood;Large;Horizontal;very high
P0007902;George Bahgoury;Collage;Art Deco;still life;Lino;Small;Squared;high
P0007903;Mahmoud Sa'id;Print;Folk Art;transportaion and maps;Pincil;X-Large;Horizontal;very high
P0007904;Emad Ibrahim;Painting;Conceptual;Architecture and cityscapes;Metal;Large;Squared;medium
P0007905;Alaa Awad;Painting;Documentary;Landscapes,sea and sky;Pastal;Small;Horizontal;very high
P0007906;Mohamed El Fayoumi;Painting;Figurative;Flowers and plants;Ceramic;Large;Vertical;very low
P0007907;Hamid Nada;Drawing;Modern;Architecture and cityscapes;Acrylic;X-Large;Vertical;very high
P0007908;Ragheb Ayad;Drawing;Fine Art;people and portraits;Mono;X-Large;Vertical;very high
P0007909;Fathi Hassan;Painting;Art Deco;Architecture and cityscapes;Oil;X-Large;Horizontal;high
P0007910;Emad Ibrahim;Drawing;Conceptual;still life;Chalk;X-Large;Horizontal;very low
P0007911;Emad Ibrahim;Collage;Wall;transportaion and maps;Oil;Medium;Horizontal;medium
P0007912;George Bahgoury;Painting;Folk Art;transportaion and maps;Mixed media;Small;Squared;low
P0007913;Fathi Hassan;Collage;Wall;Architecture and cityscapes;Metal;X-Large;Vertical;high
P0007914;Mohamed El Fayoumi;Collage;Abstract;Flowers and plants;Pastal;Medium;Squared;medium
P0007915;Hazem Taha Hussein;Print;Art Deco;Animals and Birds;Pastal;Medium;Squared;high
P0007916;El Teneen;Photography;Documentary;transportaion and maps;Acrylic;X-Large;Vertical;medium
P0007917;Abdel Hadi Al Gazzar;Collage;Wall;Flowers and plants;Woodcut;X-Large;Squared;medium
P0007918;Ganzeer;Painting;Street Art;people and portraits;Gouache;X-Large;Vertical;very high
P0007919;Khaled Hafez;Sculpture;Figurative;Architecture and cityscapes;Oil;Large;Squared;very low
P0007920;Mahmoud Sa'id;Painting;Documentary;Architecture and cityscapes;Woodcut;Small;Squared;high
P0007921;George Bahgoury;Painting;Documentary;Flowers and plants;Acrylic;Large;Horizontal;medium
P0007922;Hazem Taha Hussein;Print;Portrait;Architecture and cityscapes;Lino;Small;Horizontal;medium
P0007923;Khaled Hafez;Drawing;Wall;Landscapes,sea and sky;Charcoal;Small;Horizontal;medium
P0007924;Hossam Dirar;Print;Abstract;Abstract and non-figurative;Metal;X-Large;Vertical;very high
P0007925;Ganzeer;Drawing;Modern;people and portraits;Bronze;Large;Vertical;very high
P0007926;Alaa Awad;Photography;Surrealism;Landscapes,sea and sky;Gouache;Large;Horizontal;medium
P0007927;Khaled Hafez;Collage;Graffiti;Animals and Birds;Metal;Small;Horizontal;very high
P0007928;Adham Wanly;Sculpture;Street Art;Landscapes,sea and sky;Acrylic;Medium;Squared;low
P0007929;Hussain Bikar;Collage;Abstract;Abstract and non-figurative;Woodcut;Medium;Horizontal;very high
P0007930;Emad Ibrahim;Print;Figurative;people and portraits;Mixed media;Medium;Vertical;medium
P0007931;Adham Wanly;Photography;Figurative;transportaion and maps;Wood;Large;Squared;medium
P0007932;Mohamed El Fayoumi;Print;Abstract;transportaion and maps;Oil;Small;Vertical;very high
P0007933;Mohamed El Fayoumi;Collage;Wall;Architecture and cityscapes;Ceramic;Medium;Vertical;very low
P0007934;Mahmoud Sa'id;Sculpture;Folk Art;still life;Pastal;Large;Horizontal;high
P0007935;Emad Ibrahim;Collage;Portrait;Animals and Birds;Bronze;Medium;Vertical;very high
P0007936;Adham Wanly;Collage;Conceptual;transportaion and maps;Metal;X-Large;Horizontal;high
P0007937;Tarek El Komi;Drawing;Surrealism;Abstract and non-figurative;Ceramic;Small;Squared;medium
P0007938;Hussain Bikar;Print;Abstract;people and portraits;Bronze;Large;Horizontal;very low
P0007939;Mohamed El Fayoumi;Collage;Art Deco;people and portraits;Gouache;Large;Horizontal;very low
P0007940;Hamid Nada;Collage;Fine Art;transportaion and maps;Mixed media;Medium;Vertical;low
P0007941;Hamid Nada;Photography;Folk Art;Landscapes,sea and sky;Watercolur;Large;Vertical;medium
P0007942;Hussain Bikar;Print;Fine Art;Architecture and cityscapes;Oil;Large;Vertical;medium
P0007943;Tarek El Komi;Painting;Abstract;people and portraits;Pincil;X-Large;Squared;high
P0007944;George Bahgoury;Print;Pop Art;Flowers and plants;Ink;Small;Vertical;very low
P0007945;Fathi Hassan;Painting;Portrait;Abstract and non-figurative;Ink;X-Large;Vertical;medium
P0007946;Ragheb Ayad;Print;Abstract;still life;Mixed media;Medium;Squared;very low
P0007947;Mahmoud Sa'id;Print;Street Art;still life;Mono;Large;Vertical;high
P0007948;Hossam Dirar;Sculpture;Folk Art;Abstract and non-figurative;Wood;Large;Vertical;very high
P0007949;Ganzeer;Print;Portrait;Flowers and plants;Metal;Small;Horizontal;medium
P0007950;Khaled Hafez;Sculpture;Documentary;still life;Woodcut;Small;Squared;very low
P0007951;El Teneen;Sculpture;Portrait;Animals and Birds;Metal;X-Large;Horizontal;very high
P0007952;Khaled Hafez;Photography;Folk Art;Landscapes,sea and sky;Pincil;X-Large;Vertical;very high
P0007953;Adham Wanly;Drawing;Fine Art;Flowers and plants;Pincil;Large;Horizontal;very high
P0007954;George Bahgoury;Print;Fine Art;still life;Chalk;Medium;Horizontal;medium
P0007955;Ghada Amer;Photography;Abstract;transportaion and maps;Lino;Large;Horizontal;medium
P0007956;Fathi Hassan;Drawing;Portrait;Flowers and plants;Woodcut;Large;Vertical;very high
P0007957;El Zeft;Painting;Fine Art;Animals and Birds;Gouache;Small;Horizontal;high
P0007958;Ganzeer;Painting;Art Deco;Flowers and plants;Acrylic;Medium;Squared;very low
P0007959;Hossam Dirar;Drawing;Conceptual;Flowers and plants;Mono;Small;Horizontal;low
P0007960;Adham Wanly;Collage;Modern;people and portraits;Chalk;Large;Horizontal;medium
P0007961;El Teneen;Drawing;Fine Art;Animals and Birds;Pincil;X-Large;Vertical;very low
P0007962;El Zeft;Sculpture;Art Deco;Flowers and plants;Metal;Large;Horizontal;medium
P0007963;Adham Wanly;Drawing;Art Deco;Architecture and cityscapes;Lino;Medium;Vertical;medium
P0007964;George Bahgoury;Photography;Surrealism;still life;Lino;Small;Squared;very low
P0007965;Hussain Bikar;Print;Modern;people and portraits;Wood;Small;Vertical;low
P0007966;Mahmoud Sa'id;Collage;Portrait;Flowers and plants;Lino;Medium;Horizontal;very low
P0007967;Tarek El Komi;Sculpture;Folk Art;Animals and Birds;Bronze;Large;Vertical;very high
P0007968;Fathi Hassan;Painting;Pop Art;Architecture and cityscapes;Oil;Medium;Vertical;medium
P0007969;George Bahgoury;Photography;Art Deco;Landscapes,sea and sky;Watercolur;Large;Horizontal;low
P0007970;Hamid Nada;Collage;Surrealism;Landscapes,sea and sky;Wood;Small;Squared;low
P0007971;Alaa Awad;Photography;Surrealism;people and portraits;Gouache;Medium;Squared;low
P0007972;Ghada Amer;Sculpture;Pop Art;still life;Ceramic;Small;Squared;very high
P0007973;Tarek El Komi;Painting;Conceptual;transportaion and maps;Watercolur;Medium;Squared;very high
P0007974;Emad Ibrahim;Photography;Art Deco;Architecture and cityscapes;Chalk;X-Large;Squared;low
P0007975;Ghada Amer;Drawing;Surrealism;transportaion and maps;Bronze;Small;Squared;medium
P0007976;Ragheb Ayad;Sculpture;Portrait;Abstract and non-figurative;Mixed media;Large;Horizontal;medium
P0007977;Adham Wanly;Collage;Pop Art;still life;Oil;Large;Squared;low
P0007978;Adam Henein;Painting;Abstract;Abstract and non-figurative;Woodcut;Small;Vertical;very high
P0007979;Emad Ibrahim;Sculpture;Portrait;still life;Charcoal;Large;Horizontal;very high
P0007980;George Bahgoury;Drawing;Wall;transportaion and maps;Chalk;X-Large;Squared;medium
P0007981;George Bahgoury;Photography;Wall;Architecture and cityscapes;Metal;Large;Horizontal;medium
P0007982;Ganzeer;Collage;Surrealism;people and portraits;Wood;Medium;Squared;medium
P0007983;Abdel Hadi Al Gazzar;Print;Graffiti;Landscapes,sea and sky;Pincil;Medium;Horizontal;very low
P0007984;Emad Ibrahim;Sculpture;Surrealism;Animals and Birds;Mixed media;X-Large;Vertical;very high
P0007985;Adam Henein;Sculpture;Pop Art;Abstract and non-figurative;Oil;Small;Vertical;very low
P0007986;Hazem Taha Hussein;Collage;Figurative;Abstract and non-figurative;Charcoal;Small;Horizontal;medium
P0007987;Hazem Taha Hussein;Painting;Figurative;Abstract and non-figurative;Watercolur;Small;Horizontal;very low
P0007988;Emad Ibrahim;Sculpture;Conceptual;Animals and Birds;Oil;Medium;Vertical;high
P0007989;Ganzeer;Painting;Figurative;still life;Gouache;Large;Horizontal;low
P0007990;Khaled Hafez;Photography;Figurative;people and portraits;Ceramic;Small;Squared;high
P0007991;Ragheb Ayad;Photography;Abstract;Landscapes,sea and sky;Bronze;Medium;Squared;very high
P0007992;Mohamed El Fayoumi;Collage;Figurative;still life;Gouache;Large;Horizontal;high
P0007993;El Teneen;Painting;Surrealism;Flowers and plants;Lino;Small;Horizontal;high
P0007994;Tarek El Komi;Print;Abstract;still life;Pastal;Large;Horizontal;very low
P0007995;El Zeft;Photography;Modern;Landscapes,sea and sky;Pincil;Small;Squared;high
P0007996;El Zeft;Drawing;Modern;Flowers and plants;Metal;X-Large;Squared;low
P0007997;Tarek El Komi;Photography;Art Deco;Landscapes,sea and sky;Pastal;Small;Vertical;medium
P0007998;Adham Wanly;Photography;Surrealism;Abstract and non-figurative;Gouache;Medium;Vertical;very low
P0007999;Abdel Hadi Al Gazzar;Painting;Folk Art;Landscapes,sea and sky;Chalk;Small;Squared;low
P0008000;Mahmoud Sa'id;Photography;Figurative;people and portraits;Ceramic;Medium;Vertical;very high
P0008001;Hossam Dirar;Drawing;Folk Art;Architecture and cityscapes;Gouache;X-Large;Horizontal;medium
P0008002;George Bahgoury;Painting;Wall;Flowers and plants;Acrylic;Small;Squared;high
P0008003;Emad Ibrahim;Collage;Wall;Animals and Birds;Woodcut;Small;Squared;high
P0008004;Tarek El Komi;Drawing;Surrealism;Architecture and cityscapes;Pincil;Medium;Vertical;very high
P0008005;Hamid Nada;Painting;Figurative;Architecture and cityscapes;Bronze;X-Large;Vertical;medium
P0008006;Ragheb Ayad;Photography;Street Art;Flowers and plants;Lino;Medium;Horizontal;high
P0008007;Hamid Nada;Photography;Conceptual;Flowers and plants;Mixed media;Small;Vertical;medium
P0008008;Ragheb Ayad;Drawing;Documentary;people and portraits;Mixed media;Large;Squared;very low
P0008009;Hossam Dirar;Drawing;Folk Art;still life;Oil;Medium;Squared;low
P0008010;Mohamed El Fayoumi;Collage;Modern;Abstract and non-figurative;Ceramic;Small;Squared;high
P0008011;Emad Ibrahim;Sculpture;Wall;Architecture and cityscapes;Metal;Small;Horizontal;very low
P0008012;Emad Ibrahim;Photography;Pop Art;Flowers and plants;Acrylic;Small;Squared;high
P0008013;Ragheb Ayad;Drawing;Documentary;Abstract and non-figurative;Lino;Medium;Vertical;very high
P0008014;Adham Wanly;Print;Wall;people and portraits;Metal;Large;Horizontal;medium
P0008015;Alaa Awad;Sculpture;Fine Art;still life;Acrylic;X-Large;Squared;high
P0008016;Fathi Hassan;Painting;Art Deco;still life;Oil;X-Large;Horizontal;very high
P0008017;Tarek El Komi;Collage;Graffiti;Landscapes,sea and sky;Ceramic;Large;Squared;very high
P0008018;El Zeft;Photography;Surrealism;people and portraits;Pastal;Small;Vertical;very low
P0008019;El Zeft;Sculpture;Fine Art;transportaion and maps;Acrylic;Large;Horizontal;high
P0008020;Tarek El Komi;Photography;Fine Art;Architecture and cityscapes;Watercolur;Small;Squared;very high
P0008021;Alaa Awad;Painting;Street Art;Animals and Birds;Mono;Large;Horizontal;low
P0008022;Adam Henein;Print;Street Art;Abstract and non-figurative;Wood;Large;Squared;very high
P0008023;Hamid Nada;Photography;Wall;people and portraits;Gouache;X-Large;Squared;very low
P0008024;Mohamed El Fayoumi;Collage;Pop Art;Landscapes,sea and sky;Watercolur;X-Large;Horizontal;high
P0008025;Khaled Hafez;Sculpture;Pop Art;people and portraits;Pincil;Large;Horizontal;medium
P0008026;Hamid Nada;Drawing;Abstract;people and portraits;Acrylic;Small;Horizontal;very low
P0008027;Hamid Nada;Photography;Conceptual;Flowers and plants;Acrylic;Large;Vertical;medium
P0008028;Tarek El Komi;Photography;Wall;Animals and Birds;Ceramic;X-Large;Squared;medium
P0008029;Mahmoud Sa'id;Photography;Documentary;still life;Mixed media;X-Large;Squared;medium
P0008030;El Teneen;Print;Art Deco;Landscapes,sea and sky;Acrylic;X-Large;Horizontal;very high
P0008031;Hamid Nada;Drawing;Surrealism;people and portraits;Watercolur;Small;Vertical;low
P0008032;Adam Henein;Print;Folk Art;transportaion and maps;Gouache;Small;Squared;medium
P0008033;Hossam Dirar;Print;Wall;Abstract and non-figurative;Oil;X-Large;Squared;very high
P0008034;Alaa Awad;Print;Surrealism;still life;Chalk;Small;Horizontal;low
P0008035;Hussain Bikar;Painting;Graffiti;Animals and Birds;Lino;Small;Squared;very high
P0008036;Emad Ibrahim;Collage;Fine Art;Architecture and cityscapes;Acrylic;Large;Horizontal;very high
